BAROMETRIC_PRESSURE,ENGINE_COOLANT_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,SPEED,THROTTLE_POS,class
100,83,789,34,4.71,0,0.212,0
100,87,734,52,5,4,0.243,0
100,84,1670,64,14.09,51,0.31,0
95.0256316,108.7493958,4319.040404,61.27991699,64.31204903,56.1053585,0.811364882,1
101,84,811,32,4.12,0,0.204,0
100,84,1681,69,27.97,41,0.384,0
96.02517179,100.4719271,4442.179944,53.77496957,55.61424398,44.82304871,0.65184272,1
95.85034786,106.8716422,3912.649667,38.77339839,65.09640894,61.61618958,0.772569755,1
96.52295929,106.195883,4259.739791,29.90384073,63.42196832,12.00075875,0.899420868,1
97.13198362,108.5212032,4783.706091,54.60537525,53.57765617,20.02504722,0.673525381,1
100,92,1842,84,20.26,47,0.341,0
99,85,1190,36,3.6,26,0.192,0
101,85,2238,19,14.28,65,0.31,0
95.90319482,101.7706082,4285.97528,31.53038992,52.75762821,26.62486291,0.868153639,1
95.10963423,108.4296797,5338.676786,22.59354549,64.00717889,39.84480794,0.636960877,1
97.93585356,101.297756,3658.89236,43.54833264,57.09319394,51.66338982,0.689895425,1
100,82,1109,62,3.43,41,0.192,0
95.91172702,104.3383532,3593.285804,36.6506188,65.20627999,17.10547721,0.874384287,1
95.87585373,100.3788984,5384.112445,32.03668169,51.38123739,52.9910119,0.723562189,1
100,85,2050,78,26.88,66,0.361,0
100,93,788,34,4.56,0,0.208,0
97.85270242,101.1960672,4997.89695,46.37631656,57.77889164,42.13847622,0.613023005,1
99,83,1489,73,25.98,42,0.4,0
97.24909363,108.2474272,5347.444478,23.33026107,67.43649493,51.78123657,0.778072837,1
95.59944058,105.7360521,3669.592066,32.59105297,53.92650631,19.47778628,0.829405254,1
100,83,1215,29,4.07,21,0.176,0
100,84,811,33,4.45,0,0.204,0
97.48461883,105.7251454,4153.932146,46.4047431,61.8505134,34.89608736,0.849265391,1
100,86,1210,45,3.37,20,0.18,0
100,83,1635,61,7.55,42,0.243,0
101,94,1483,20,11.15,26,0.294,0
101,97,2333,25,6.92,41,0.255,0
99,83,1719,44,4.53,48,0.22,0
101,90,1467,65,17.45,36,0.325,0
95.66421276,105.8283719,3880.286832,52.01658567,63.49469089,60.74940872,0.675813965,1
97.91740812,100.0174319,3613.554905,59.9837063,69.36801479,51.66093258,0.647628951,1
101,89,1186,43,3.82,28,0.184,0
97.98121435,102.7765575,5406.919867,25.87244402,56.71372141,55.04223998,0.666097467,1
99,82,1870,18,6.93,36,0.247,0
99,83,1028,35,2.41,19,0.196,0
98,81,791,34,4.76,0,0.216,0
101,90,1770,43,5.81,52,0.231,0
100,83,1701,70,15.08,31,0.318,0
100,83,2079,46,23.99,42,0.345,0
100,87,2371,20,6.8,40,0.255,0
95.93204781,106.8548446,4497.428088,49.88381887,63.82992642,64.47990938,0.67237556,1
95.2102416,100.9183805,4956.104202,39.51299764,55.39669779,64.69420834,0.722188741,1
95.50293201,102.3797528,4183.939831,27.80054062,63.5957551,60.20618005,0.641161626,1
101,72,830,32,4.7,0,0.212,0
99,84,1875,53,9.19,57,0.278,0
101,89,1506,47,12.16,55,0.302,0
96.13993526,103.8409792,4713.684959,48.40141819,54.68711961,53.51697641,0.923474651,1
101,83,1330,55,18.22,48,0.337,0
100,82,1525,29,17.69,47,0.329,0
101,81,1438,20,14.98,29,0.314,0
96.40563999,101.0229649,5151.506768,53.43382059,63.5040359,68.8030461,0.844570892,1
96.03508992,105.1292923,4303.245076,61.40573466,67.35198236,69.79565787,0.744598063,1
99,84,1334,31,7.76,40,0.259,0
99,83,2052,28,9.53,63,0.282,0
96.19169151,109.9777669,4913.334866,67.6712471,56.86639442,51.18596274,0.837023591,1
100,83,803,58,4.58,0,0.208,0
97.7351651,106.212719,4083.576869,51.59280913,66.91143083,41.26908752,0.707433267,1
101,88,1662,21,12.37,60,0.302,0
100,90,799,32,3.93,0,0.2,0
100,81,1885,53,16.93,59,0.322,0
99,99,1899,20,14.76,25,0.314,0
96.2563156,102.1760538,4017.568073,62.22700932,57.67494184,16.55806615,0.837168645,1
96.82674906,104.7237636,5280.406908,48.78206061,63.87645374,55.60376993,0.743312089,1
95.19062218,108.1623512,5028.98151,25.86359829,54.9071936,31.99532895,0.653042487,1
100,93,1016,26,4.61,5,0.271,0
97.33815452,106.9878546,5288.275762,33.36198561,61.27242813,21.1461743,0.793447508,1
95.6499281,108.1238353,3673.437091,63.27485509,62.67939202,50.95813153,0.738363537,1
97.64982139,108.6223803,5318.423574,51.65437261,64.25667185,51.77042155,0.709186111,1
96.96807857,100.458124,4576.406063,57.82914935,66.6633354,46.88235367,0.638407471,1
100,89,757,42,5.99,12,0.243,0
101,88,807,46,4.22,5,0.204,0
96.47362717,100.3831353,3901.164898,43.31148194,64.52807828,21.08594091,0.85786485,1
96.17723034,101.6632548,4456.501584,68.73051618,55.14159661,64.89689504,0.811151229,1
100,82,863,32,3.92,29,0.196,0
95.58676159,108.7254164,3560.620755,69.63750192,66.83670214,27.86115578,0.855692703,1
100,83,1417,47,14.55,20,0.314,0
101,85,792,34,4.41,0,0.204,0
99,94,2474,35,17,49,0.322,0
101,87,1187,49,7.42,35,0.29,0
101,97,788,34,4.5,0,0.208,0
95.17611697,105.3726303,4367.55408,53.26454985,53.41503405,40.70426913,0.737086804,1
95.54324257,101.4637389,5265.627263,53.87511478,61.94294548,11.56423353,0.604386409,1
100,82,2255,19,11.23,24,0.298,0
97.05941361,108.7233025,4752.819999,29.95660624,63.68559439,65.28484353,0.919385643,1
100,83,2269,19,17.22,43,0.322,0
99,83,778,34,4.82,0,0.216,0
100,82,1535,28,6.63,45,0.255,0
100,83,1538,20,4.13,38,0.22,0
100,83,1925,26,23.25,58,0.298,0
97.83869754,101.8378337,4555.898532,63.83926721,63.41303835,14.06621576,0.887484967,1
100,82,1871,19,12.45,48,0.302,0
100,83,2331,26,18.54,46,0.325,0
100,83,2120,56,23.75,48,0.345,0
95.22206608,109.0607053,4266.387618,20.407824,57.60347427,32.64064631,0.825444985,1
100,87,881,30,3.32,30,0.192,0
99,83,2391,30,6.74,28,0.243,0
101,67,1666,71,23.05,41,0.349,0
100,84,1843,81,20.51,32,0.345,0
100,83,2234,21,8.25,40,0.271,0
95.68731074,100.4384936,4700.830051,28.02210374,56.022356,63.62753654,0.840766927,1
95.08129516,103.7226698,5492.526488,22.40731883,52.72101348,40.50880277,0.647549788,1
97.72825898,106.5711314,3632.638813,22.61677432,60.9224508,48.28320931,0.879896414,1
96.8519527,103.2316166,3922.520293,60.12551911,55.05024768,45.33929164,0.882411154,1
95.28658071,100.1350924,3522.502716,39.827446,61.32410136,13.71609581,0.824037942,1
99,82,2010,30,12.03,42,0.318,0
95.86133212,109.7033333,4299.430565,36.29127373,69.04546398,45.36330499,0.740336516,1
95.81503617,107.9337169,3617.468042,49.87625499,50.29294278,46.66837351,0.787098656,1
97.73963488,105.6388954,4597.827115,59.3696679,68.5594629,12.13500256,0.854114892,1
96.30102817,100.5123872,3578.523639,35.21185319,65.59639159,61.0100501,0.60599274,1
100,83,793,36,3.98,0,0.204,0
100,84,1649,46,9.53,50,0.278,0
96.94794958,104.3128368,4089.349665,23.78618012,60.7456848,26.98385307,0.834502959,1
100,83,923,24,3.19,33,0.188,0
95.66495973,107.4525586,3899.280412,52.47797886,63.73920346,67.19380137,0.879927949,1
99,84,807,46,8.21,11,0.271,0
100,82,1406,37,3.67,24,0.188,0
101,83,1777,53,19.91,37,0.337,0
100,83,1932,19,17.33,54,0.259,0
96.85995656,107.5305639,3792.680253,26.26655529,50.03962739,11.6135143,0.88978597,1
99,83,1467,32,3.48,21,0.208,0
100,85,800,34,4.26,0,0.204,0
100,94,793,30,30.29,0,0.204,0
100,85,787,35,4.8,2,0.22,0
95.79700792,104.7985888,4839.991186,29.43653393,65.93844652,49.3442822,0.929183671,1
100,97,806,36,4.75,0,0.216,0
100,91,828,30,4.91,35,0.22,0
99,82,829,70,9.4,37,0.298,0
95.05356804,108.733451,3702.681637,23.20219187,59.89768345,68.82215907,0.707533305,1
96.58211077,106.663884,3686.018756,41.5649448,58.76057983,50.53181162,0.636226419,1
100,83,1796,19,19.38,66,0.325,0
101,83,1859,72,18.73,41,0.333,0
95.98043868,103.5210142,4307.749751,47.60072208,62.08894095,67.34323703,0.893213645,1
99,83,1648,58,13.77,16,0.31,0
96.33421013,102.0952889,4118.73783,46.28683362,55.53446658,29.22939116,0.749787616,1
100,85,2221,67,6.46,38,0.235,0
100,83,2200,19,12.46,40,0.298,0
96.48994452,105.0740696,4844.767798,60.22388131,69.12815145,43.19569532,0.683381533,1
97.4049803,108.0771926,5301.863386,65.64808801,53.77448668,40.39034488,0.656285613,1
100,82,2284,68,6.62,35,0.243,0
100,85,1800,19,16.71,45,0.267,0
100,84,1543,40,14.05,57,0.31,0
97.4159394,109.9843863,4122.465476,24.41210775,63.10087336,28.87565642,0.740299889,1
96.0487466,102.260646,4230.781325,62.18911523,69.03569734,66.30820307,0.659469848,1
100,88,2559,23,18.94,41,0.329,0
101,82,1508,68,16.98,37,0.325,0
99,82,2037,21,7.77,23,0.271,0
100,84,1388,33,3.49,18,0.208,0
101,83,1461,37,9.06,53,0.275,0
100,83,1299,73,12.12,44,0.314,0
96.48639134,106.029333,4791.550688,47.30790037,67.49310887,47.41557698,0.729491245,1
100,84,1583,40,3.64,47,0.216,0
100,84,2150,39,20.64,65,0.333,0
97.44128378,107.7021926,4739.184344,29.49720116,58.64314502,58.53468013,0.733567652,1
100,90,1564,35,11.04,16,0.294,0
97.8606083,101.7604636,5119.178055,44.41341065,61.37811912,21.43822019,0.832425013,1
96.98482263,108.4841227,3949.902109,38.48918831,61.84342085,36.50237535,0.712222795,1
100,83,1692,51,18.93,52,0.325,0
96.70213342,107.9548007,4396.051065,66.55327703,69.45667998,35.21735369,0.864525104,1
101,95,2104,61,24.7,23,0.349,0
97.03884185,107.2239299,5492.944705,44.91651561,52.61000081,15.4964342,0.78284269,1
95.65367916,102.243294,4486.908019,27.62390431,57.81986267,64.51684644,0.649600974,1
100,89,1961,29,18.83,41,0.325,0
99,82,1328,20,7.35,37,0.259,0
100,89,979,43,5.65,9,0.224,0
100,82,1396,20,7.38,53,0.259,0
97.31053819,106.8673435,4939.897056,69.11834807,55.64410078,40.76075209,0.876759671,1
97.94762316,101.7948115,4866.442849,20.1923315,51.47956542,43.13523227,0.671899278,1
99,94,1692,20,13.01,50,0.306,0
96.20175632,105.9463195,3880.720507,31.37061614,53.12000806,62.69277461,0.79783861,1
95.21813162,108.4016396,4261.974214,68.66609666,60.24315867,68.20086986,0.792696665,1
96.57536037,109.2709825,3769.180023,54.40395735,61.59669691,34.50999587,0.682288171,1
97.62829931,108.4319303,4648.853022,35.66148475,56.91667301,33.45509708,0.865704366,1
100,90,2622,30,20.8,54,0.333,0
100,84,1530,68,15.2,54,0.314,0
95.10140135,105.1844257,4328.683693,58.8403419,51.07081075,68.41307572,0.858462363,1
96.56689009,104.4701809,4289.539306,27.15892958,59.46460797,35.42371211,0.734019221,1
97.62165572,103.3831707,3724.857502,29.81891502,59.87404727,63.70469484,0.894914221,1
95.22217386,104.8675593,3561.188516,46.36340596,65.01797087,57.27718421,0.713452385,1
101,90,1678,19,15.65,14,0.318,0
95.91346514,106.3165993,3582.43644,24.86596538,57.22550291,57.32537125,0.635843256,1
100,83,1363,22,3.8,34,0.208,0
95.49611725,108.7886472,5461.764767,45.62943783,55.87134474,26.37180628,0.927136963,1
101,97,816,31,4.17,0,0.204,0
100,89,2468,91,45.44,58,0.443,0
100,85,1600,20,4.25,51,0.22,0
100,82,1496,52,13.85,48,0.31,0
97.94451021,102.9434519,4119.300166,58.64456248,62.63098517,28.55984927,0.683720286,1
100,93,1721,33,10.69,49,0.282,0
101,89,1755,20,9.08,31,0.275,0
101,91,1140,44,3.76,22,0.192,0
96.14202271,108.1389269,3527.681184,57.02002315,54.33745935,10.93420747,0.892143165,1
96.10748842,106.2364453,4721.348169,30.20095689,51.64389227,52.25213784,0.80223988,1
96.15057317,107.5950333,5172.251493,50.54658356,52.00545309,21.58214515,0.705839194,1
100,86,1982,20,5.33,24,0.227,0
97.06129388,101.0963518,4303.046724,24.53140018,61.39996801,25.31381752,0.716127581,1
100,83,2434,44,6.99,34,0.259,0
100,83,801,61,4.31,6,0.208,0
96.28599347,106.2621172,3651.187951,64.97770264,56.69914944,68.83466868,0.685224234,1
99,82,1920,61,19.2,46,0.341,0
99,82,1707,33,6.66,49,0.243,0
95.21512097,103.1398296,3693.133902,35.83865239,58.71274267,46.77114512,0.782818903,1
96.96212067,108.3966162,5050.514736,44.91812875,58.48816192,23.89030081,0.856541118,1
100,84,1390,21,11.66,40,0.29,0
97.64080821,109.9204625,3609.224574,43.96393578,56.70170969,39.36854366,0.655654726,1
100,82,817,34,3.99,21,0.204,0
101,83,1683,65,18.84,51,0.333,0
99,84,2186,18,23.06,65,0.337,0
97.25150788,101.9517303,4907.612288,65.86839323,56.45013148,21.74822666,0.63528496,1
101,86,801,72,3.94,3,0.204,0
100,83,1959,25,21.97,40,0.341,0
95.09489514,108.6432438,4853.694055,43.62969125,54.72875068,27.07359191,0.697681253,1
101,85,800,33,4.24,0,0.204,0
97.26550114,107.4797172,4561.89751,35.39756344,56.61580902,32.05905599,0.920084192,1
97.70432886,106.5240375,5065.180594,58.16994976,50.97664395,30.38889934,0.734440138,1
100,86,2527,86,36.66,61,0.38,0
96.47642367,106.0666963,3677.805639,52.05035158,64.99432715,22.02272401,0.861464758,1
100,84,2596,19,9.95,53,0.298,0
97.31842644,105.6335855,4371.077285,22.78589586,65.19802631,31.24856023,0.805496268,1
100,95,1719,47,4.44,51,0.224,0
97.44259374,102.6846774,4785.506232,56.43952848,53.63625905,55.73869409,0.9131242,1
101,88,1598,51,4,43,0.204,0
100,88,1405,59,13.7,33,0.31,0
99,86,1437,43,7.75,46,0.263,0
97.33168836,103.2598087,4346.705218,43.9095556,63.61374829,47.02361285,0.85704158,1
95.5450107,101.0004296,3956.348257,44.64835552,65.59021232,54.24283644,0.709737297,1
100,95,806,35,4.75,0,0.216,0
100,86,794,36,4.6,0,0.208,0
95.35800071,102.2692261,5262.572438,67.46671113,62.64507191,63.73758296,0.815166049,1
96.35547995,107.1166378,5494.259603,62.75135369,64.01684979,14.69176287,0.883655581,1
101,86,1342,39,16.86,39,0.325,0
100,84,1164,33,7.32,53,0.267,0
101,83,1597,32,10.56,48,0.29,0
96.40544984,101.0399801,3695.120418,20.28364568,62.01136944,30.13454064,0.925281102,1
96.06395274,106.7251341,4055.272816,55.48589769,53.44742219,35.07739331,0.747849093,1
100,83,1817,46,10.96,38,0.294,0
96.41136585,100.4685948,4392.561641,43.39159142,69.17438995,63.06146946,0.728247299,1
99,95,786,35,4.1,0,0.204,0
100,100,790,36,4.67,1,0.22,0
95.1148027,103.2102027,3805.889669,53.32081562,63.23590097,16.01244184,0.907351087,1
100,83,1449,48,6.9,53,0.255,0
100,82,1375,18,16.82,44,0.325,0
100,83,1625,18,9.34,48,0.278,0
101,89,1754,68,22.17,57,0.345,0
95.1963794,107.5519306,5225.373432,27.43536741,64.49550754,29.80506081,0.693618324,1
95.61877899,109.1520667,5494.753419,47.24823532,57.47022026,27.26155938,0.841506091,1
96.45019212,100.84285,4569.09658,27.87974098,54.60787007,60.58185161,0.758138772,1
101,91,1640,55,14.34,52,0.314,0
100,83,1412,30,3.49,35,0.204,0
99,83,837,35,4.44,16,0.224,0
100,83,1950,28,19.07,40,0.329,0
100,92,1514,19,13.97,13,0.31,0
100,86,1687,52,15.11,40,0.314,0
99,84,1334,71,11.04,34,0.294,0
95.74537869,102.7183317,4698.262705,42.52952655,61.54331045,52.62051864,0.894250942,1
96.69953705,102.1733478,3809.263769,58.85272284,55.38586814,10.71242573,0.691135498,1
101,99,784,35,4.74,0,0.22,0
97.14647313,100.0376472,3922.733612,34.77777869,60.05577892,53.77201751,0.611196098,1
96.91172385,103.7799902,4812.798204,26.87644585,64.84809577,56.27095155,0.753884597,1
101,82,785,56,6.14,15,0.29,0
100,81,2469,52,23.79,54,0.345,0
100,82,1439,52,13.19,35,0.31,0
96.86180391,106.9117063,5195.549416,56.46960609,50.88069388,34.79964988,0.70800925,1
96.98083333,101.5793308,5281.748282,58.85988023,58.30371686,18.51554196,0.86211506,1
100,84,1176,33,3.37,36,0.192,0
100,83,2667,69,35.94,41,0.376,0
100,83,827,33,3.61,19,0.196,0
97.65696781,106.9668756,5493.984957,33.01945866,63.29143218,54.71173764,0.90587371,1
100,92,2296,24,4.16,35,0.353,0
95.64731599,101.5122702,3690.841771,41.27098277,52.9166164,28.08945888,0.756445083,1
95.38383426,104.4414983,4169.405786,25.05051863,62.44512105,56.52420871,0.616649404,1
100,84,786,31,20.28,0,0.2,0
95.86068834,106.7241999,4391.523942,66.03425925,64.11639794,15.0027337,0.7231227,1
101,96,1396,62,15.64,28,0.329,0
99,83,2334,40,18.13,32,0.322,0
100,84,2576,62,8.24,54,0.247,0
99,83,1562,30,4.04,32,0.216,0
100,84,1593,20,5.31,42,0.231,0
100,82,1357,41,9.06,41,0.275,0
100,93,963,24,4.26,28,0.188,0
100,81,1872,18,5.47,52,0.263,0
100,83,1073,57,11.07,28,0.318,0
95.10576003,104.5756963,5127.773828,59.88141075,54.40288631,61.62090268,0.724703542,1
97.09996043,104.5877154,4082.812263,20.98001405,51.00485176,32.04859073,0.702341426,1
99,86,1725,50,15.01,52,0.314,0
100,83,1916,44,14.23,58,0.31,0
97.64152906,107.9866908,4847.573874,36.76763641,56.35701653,50.9669019,0.711689975,1
101,92,1842,20,8.92,46,0.271,0
101,89,2631,21,7.93,75,0.263,0
95.07308202,108.8489437,4315.777634,55.96255825,52.99400052,55.95183326,0.767319622,1
100,88,813,35,3.81,13,0.2,0
99,85,1231,34,3.02,0,0.18,0
95.139416,105.4464846,4788.242319,27.95776984,67.99957336,46.11258398,0.762730261,1
100,83,1647,57,4.41,50,0.22,0
95.54472548,100.4794159,4760.089626,54.45403461,63.36581724,29.61656168,0.708170427,1
100,84,2117,31,6.57,44,0.251,0
96.57487664,107.1938786,4430.315162,63.27921766,51.78135074,18.38633241,0.695814422,1
96.17793679,109.4426175,4856.02291,66.38613977,53.38153144,55.16417045,0.681665328,1
100,83,793,34,3.88,37,0.2,0
100,82,1417,80,24.33,49,0.533,0
100,83,1909,54,19.07,46,0.329,0
100,83,2023,46,23.75,62,0.345,0
100,82,1988,78,33.76,45,0.69,0
100,83,1993,34,5.94,57,0.243,0
101,82,808,35,4.42,0,0.208,0
100,83,793,71,4.64,9,0.212,0
95.35189815,102.1292035,5280.650442,58.70743617,51.26206949,51.27361652,0.745848078,1
100,83,1517,56,15.36,48,0.318,0
99,84,1582,36,11.67,49,0.298,0
96.31984165,104.2008276,5381.669662,53.94778917,66.66699626,37.12315697,0.800359595,1
100,96,791,45,5.97,0,0.243,0
96.19442086,100.0293569,4718.846654,38.05559105,59.83380484,32.15038614,0.800776207,1
100,82,1303,72,22.5,38,0.467,0
100,92,781,60,9.51,19,0.306,0
95.36626658,109.1445264,4903.982148,25.66941839,50.18403522,51.72783102,0.695392256,1
95.98708632,109.1670503,4407.635808,53.43028826,50.89816353,15.87677635,0.870067747,1
96.83524594,100.4022529,5047.442302,58.20885267,54.35565205,67.6551814,0.797818021,1
100,84,641,33,4.41,10,0.216,0
95.17919813,102.2731862,5337.226287,58.18010321,66.18737803,60.77263434,0.625012261,1
96.23724489,105.201532,4451.811396,38.33173019,66.64196495,12.21162136,0.874239893,1
100,82,2914,50,27.69,37,0.353,0
95.28366498,105.6614564,4645.454206,55.94076887,60.93936997,68.01629988,0.922093276,1
95.23265838,105.3366125,5155.828305,63.09094331,59.73470339,22.17617101,0.927222451,1
100,88,1545,98,13.14,52,0.314,0
100,83,1573,43,10.53,47,0.298,0
100,83,792,35,4.28,0,0.208,0
100,82,869,32,3.95,16,0.2,0
100,84,1682,47,22.75,53,0.302,0
100,87,1777,80,4.54,16,0.216,0
96.12919287,104.5400343,4887.456214,27.06990509,61.4397983,35.70929507,0.74902523,1
96.08370789,106.260609,4897.004221,50.44066769,60.62320043,52.62214924,0.843355042,1
101,84,2009,43,20.52,43,0.329,0
100,82,1315,46,13.46,18,0.306,0
100,82,2522,20,38.51,36,0.388,0
97.86040231,102.8707367,4096.972847,42.84047168,53.53411535,15.45623932,0.81539911,1
96.59096329,108.7794655,3692.427555,49.52666758,68.53425467,51.78975602,0.849190201,1
100,84,1216,83,14.95,32,0.322,0
98,83,1135,69,3.98,17,0.188,0
99,82,1794,42,12.24,53,0.302,0
97.39782632,105.2593574,4186.992066,69.56509937,64.55426656,49.91494763,0.84449799,1
97.51615158,103.984857,5168.04896,52.91852642,53.6648957,42.95970808,0.695110263,1
97.43764201,104.8729369,4195.640728,32.56636773,53.74610928,36.16406338,0.639537066,1
101,90,808,69,4.03,32,0.196,0
101,87,2147,66,39.21,64,0.455,0
96.86477802,107.8840857,4209.243131,36.81430797,57.35993334,63.70574228,0.883844463,1
96.47062417,102.0897276,3978.30917,61.80542828,62.01244702,54.75646818,0.912002582,1
100,83,1864,60,20.2,33,0.337,0
95.10717958,109.5988243,4944.679161,48.19007253,61.97176396,62.93500573,0.620633624,1
96.7731515,108.5083124,3769.602918,31.77954076,50.28668144,62.52983954,0.63428866,1
100,88,1662,39,8.55,17,0.22,0
99,83,1489,44,11.49,55,0.31,0
100,84,796,55,4.98,4,0.227,0
100,97,793,36,4.62,0,0.208,0
95.2917615,103.8223159,4899.221201,69.963618,67.25760257,55.69686446,0.607596405,1
100,91,827,43,5.12,0,0.224,0
96.18846938,101.9441716,4170.392012,64.98293548,63.71787482,54.24876365,0.615336576,1
95.29375862,106.9902785,4021.26363,60.41876682,68.54863915,26.76119305,0.611450766,1
101,83,1526,20,4.12,53,0.216,0
100,93,2388,37,9.68,50,0.333,0
100,95,1395,27,6.2,41,0.255,0
97.14774644,107.5255562,3982.254125,57.4583592,61.36101578,16.67167428,0.698936776,1
100,82,864,33,4.49,25,0.212,0
95.77467619,108.8787294,4379.765354,53.42763343,66.70961812,68.45568542,0.832099009,1
96.96753189,109.4629658,5251.424183,67.7351414,65.85048865,50.23834655,0.848528696,1
95.49331427,101.7949247,3904.711111,68.84885607,64.8229877,40.87846103,0.684809989,1
95.84849849,107.2585811,4283.410652,55.85091713,58.71205853,60.2964929,0.880140625,1
100,83,1619,61,12.58,48,0.302,0
99,83,784,37,4.97,4,0.22,0
100,83,1341,43,8.76,38,0.224,0
100,83,791,37,4.94,0,0.216,0
100,83,793,34,17.41,7,0.204,0
100,89,1730,25,7.8,17,0.251,0
100,85,1779,54,8.38,55,0.298,0
100,94,1515,45,7.68,37,0.353,0
100,89,794,32,4.03,0,0.204,0
100,88,803,43,4.04,7,0.204,0
95.58487909,100.7249485,3784.500334,36.43269407,68.29620171,36.11161339,0.897985539,1
97.91656579,108.1607854,3690.897717,52.16618891,58.50144277,33.38037215,0.87462466,1
99,83,2016,47,16.87,62,0.322,0
97.61543438,107.7631449,5403.414018,31.94426752,57.51804416,19.67485386,0.674794262,1
97.16063983,102.9905103,5467.268948,45.32840225,54.70349206,36.06435891,0.780257856,1
100,83,2176,45,6.37,57,0.247,0
101,85,786,33,4.44,0,0.208,0
97.39726618,100.7091076,4283.135317,52.09751823,68.29422289,52.85248526,0.81050859,1
95.3300595,100.4099303,5435.081271,46.93374224,57.24375144,29.68044947,0.611752679,1
99,85,2016,43,36.06,44,0.412,0
101,83,1456,40,10.94,45,0.294,0
100,100,793,35,4.68,0,0.212,0
100,82,2227,28,6.37,43,0.251,0
97.57110954,101.0173981,4376.853256,46.17885422,69.21003706,16.85977117,0.817645822,1
96.66738164,101.9417368,4554.592743,63.86980692,53.93820389,38.01726793,0.726446887,1
100,83,1848,31,16.28,42,0.318,0
100,83,1354,47,12.61,44,0.318,0
100,84,1193,35,8.96,0,0.278,0
100,90,1733,33,10.53,25,0.294,0
99,86,1722,71,24.49,56,0.357,0
101,88,1262,53,3.31,55,0.18,0
100,82,1988,46,17.37,48,0.322,0
100,85,2298,36,17.48,49,0.322,0
101,87,1551,26,4.29,63,0.208,0
99,84,1148,30,2.94,16,0.188,0
100,88,784,35,4.51,0,0.212,0
99,82,1708,45,10.24,52,0.294,0
95.03169201,109.8624114,4596.498498,37.0119079,53.29344827,39.55456176,0.91387409,1
100,84,837,33,4.37,28,0.204,0
100,89,2046,33,14.02,42,0.31,0
96.20277193,102.0557311,4196.368312,43.34847397,55.43802043,20.90227806,0.906959488,1
97.24703838,108.5812285,3812.921976,34.87874724,56.55862156,68.00440322,0.637937168,1
99,83,1540,18,4,48,0.216,0
95.76898112,102.8390795,4794.382803,27.32233477,68.91563508,23.82625887,0.686462873,1
99,86,1780,70,23.38,42,0.349,0
99,83,1409,42,8.64,24,0.275,0
99,82,2220,18,37.4,45,0.4,0
100,84,779,32,3.95,0,0.2,0
100,84,1660,69,11.2,52,0.294,0
100,82,2084,36,16.86,44,0.29,0
100,82,901,85,4.22,31,0.204,0
100,85,1499,56,14.61,46,0.314,0
99,83,800,57,8.01,21,0.267,0
97.28322159,104.3149084,5273.579811,60.56656963,65.21256039,15.76050905,0.669255801,1
97.18262973,102.0444871,5157.434342,47.01587735,51.29706074,44.45073561,0.877672153,1
101,82,1279,44,11.38,16,0.29,0
101,81,1188,76,15.08,33,0.322,0
97.105265,103.8974266,4068.55069,62.71896468,65.47162649,55.77803533,0.775120462,1
100,84,1641,33,9.74,49,0.282,0
95.47113478,104.1365791,3855.096188,30.69612087,58.67911051,56.26491731,0.717673586,1
100,84,1867,55,12.85,29,0.302,0
101,82,1885,55,19.78,42,0.31,0
96.42521317,106.0297271,4844.701786,58.88008449,68.57097893,47.75166083,0.826044111,1
96.15703932,106.1000228,5246.595856,46.51873592,59.31295896,46.59791712,0.897676421,1
100,83,2115,48,17.26,78,0.322,0
97.01447894,104.4576637,4354.205078,56.45988101,61.70438712,17.81064981,0.715124571,1
97.47944602,108.6845306,4389.60481,27.26949892,60.1793837,63.48602541,0.66764525,1
101,92,1934,21,14.99,22,0.306,0
98,83,2222,50,18.39,68,0.325,0
95.14578325,107.1008895,5478.668578,58.62291066,61.75514386,62.14524155,0.678617624,1
99,86,1800,44,21,41,0.337,0
100,83,1402,32,5.25,42,0.216,0
99,83,1326,40,20.49,13,0.353,0
97.19109482,105.7455013,3749.172764,59.67279159,51.39404188,41.55829831,0.686935443,1
100,84,2669,26,40.38,38,0.392,0
100,83,1369,19,3.67,27,0.212,0
100,95,1356,64,11.08,38,0.294,0
97.88941444,105.3653938,4354.674046,44.92072091,69.86148093,44.90855438,0.920931082,1
95.04488122,100.7054903,5217.157071,53.71132413,50.63385139,46.13567606,0.804155435,1
100,85,1981,19,5.84,35,0.239,0
100,83,800,42,4.73,31,0.216,0
100,84,1583,50,14.47,12,0.314,0
100,84,2586,20,28.96,56,0.357,0
99,84,1869,20,13.89,40,0.31,0
99,83,1624,26,12,49,0.298,0
100,91,2699,33,39.5,40,0.388,0
101,92,1925,49,18.2,57,0.325,0
99,83,1486,50,12.27,47,0.302,0
96.60936142,100.8094143,5337.699103,35.16586559,66.59802923,59.684559,0.684835904,1
99,87,1254,62,11.74,23,0.302,0
96.08170685,100.5295543,5180.746051,58.85368858,56.00241693,25.78301764,0.80747248,1
100,84,2006,25,5.67,54,0.235,0
95.2162077,108.1113187,4878.696343,69.87167521,57.30219004,67.6103383,0.737504085,1
100,94,803,36,4.9,0,0.212,0
100,84,804,37,4.79,0,0.22,0
100,84,872,37,4.74,21,0.212,0
99,82,1746,19,4.49,47,0.22,0
100,82,2065,20,10.81,55,0.294,0
